id_cust,status_cust,jml_anggota_keluarga,usia,jml_purchases,recency,jml_kunjungan_web,tingkat_pendidikan,response,pendapatan,jml_spendings,jml_anak,complain,tanggal_join,jml_campaigns
3525,Taken,4,47.0,5,19,7,Graduate,0,Rp 229200000,17,2,0,2012-07-12,0
6818,Taken,3,43.0,21,26,6,Graduate,0,Rp 269934000,369,1,0,2012-12-09,0
3526,Taken,4,49.0,7,58,7,Postgraduate,0,Rp 230658000,38,2,0,2014-01-27,0
8181,Single,2,39.0,15,42,8,Undergraduate,0,Rp 231558000,177,1,0,2013-09-13,0
1029,Taken,3,47.0,17,27,5,Postgraduate,0,Rp 386478000,279,1,0,2013-01-08,0
7369,Taken,3,36.0,9,56,8,Postgraduate,0,Rp 221754000,62,1,0,2013-02-10,0
2574,Taken,3,40.0,27,27,5,Postgraduate,1,Rp 371976000,1230,1,0,2013-01-31,2
8159,Taken,4,49.0,15,10,7,Graduate,0,Rp 307722000,182,2,0,2014-01-04,0
1160,Taken,4,47.0,13,48,8,Graduate,0,Rp 79560000,49,2,0,2013-08-23,0
10242,Taken,4,51.0,10,39,5,Postgraduate,0,Rp 284832000,75,2,0,2013-09-16,0
5253,Taken,4,61.0,20,85,7,Postgraduate,0,Rp 327618000,227,2,0,2013-09-07,0
5966,Taken,4,43.0,18,64,6,Postgraduate,0,Rp 271242000,215,2,0,2012-10-11,1
5314,Taken,3,66.0,27,69,8,Graduate,0,Rp 244134000,444,1,0,2013-03-18,0
5081,Taken,4,50.0,6,54,8,Undergraduate,0,Rp 286926000,47,2,0,2013-10-20,0
5123,Taken,2,66.0,9,57,7,Postgraduate,0,Rp 164700000,143,0,0,2013-04-15,0
5756,Taken,3,34.0,9,64,6,Graduate,0,Rp 236718000,55,1,0,2014-03-04,0
8036,Taken,4,46.0,13,10,4,Undergraduate,0,Rp 161100000,63,2,0,2014-04-18,0
9058,Single,1,62.0,27,65,3,Graduate,1,Rp 478800000,1867,0,0,2012-09-23,3
5057,Taken,3,56.0,24,74,2,Postgraduate,0,Rp 370764000,611,1,0,2013-09-14,0
254,Taken,3,62.0,25,4,7,Graduate,0,Rp 323178000,473,1,0,2014-05-17,1
4179,Taken,2,58.0,7,94,4,Graduate,0,Rp 145326000,55,0,0,2013-08-20,0
3710,Single,2,33.0,9,41,7,Postgraduate,1,Rp 238104000,81,1,1,2012-12-10,0
7627,Taken,2,42.0,26,25,2,Postgraduate,1,Rp 552978000,2086,0,0,2012-12-12,1
4501,Single,1,52.0,23,94,1,Postgraduate,0,Rp 419292000,1478,0,0,2013-10-11,0
6424,Taken,3,40.0,6,9,4,Graduate,0,Rp 199068000,49,1,0,2014-01-30,0
3075,Taken,2,45.0,18,47,1,Postgraduate,0,Rp 359838000,382,0,0,2013-11-09,0
4992,Taken,3,42.0,12,12,7,Postgraduate,1,Rp 104754000,69,1,0,2013-09-19,0
5252,Single,2,48.0,8,80,7,Graduate,0,Rp 143460000,67,1,0,2012-10-26,0
7444,Taken,4,48.0,7,20,8,Postgraduate,0,Rp 253014000,30,2,0,2013-10-19,0
6919,Taken,3,39.0,11,39,6,Undergraduate,0,Rp 157344000,63,1,0,2013-04-06,0
3537,Taken,3,36.0,13,57,8,Graduate,0,Rp 186534000,79,1,0,2012-08-17,0
10277,Single,2,56.0,6,27,7,Graduate,0,Rp 180486000,42,1,0,2013-02-21,0
2453,Taken,3,57.0,28,83,5,Graduate,0,Rp 376842000,819,1,0,2012-08-31,0
7972,Single,1,62.0,20,79,1,Graduate,0,Rp 437436000,1151,0,0,2013-09-17,0
895,Taken,4,69.0,25,69,5,Postgraduate,0,Rp 368802000,594,2,0,2012-09-12,0
1177,Taken,4,51.0,14,77,7,Postgraduate,0,Rp 297708000,129,2,0,2013-01-26,0
7141,Single,2,31.0,17,15,10,Postgraduate,1,Rp 131328000,213,1,0,2012-12-29,0
7232,Single,2,44.0,8,99,5,Graduate,0,Rp 254574000,67,1,0,2014-11-02,0
8477,Single,4,61.0,6,61,7,Graduate,0,Rp 156900000,28,3,0,2013-11-03,0
2457,Taken,3,42.0,7,23,7,Undergraduate,0,Rp 184806000,45,1,0,2012-10-26,0
988,Taken,2,52.0,24,84,3,Graduate,0,Rp 487008000,1193,0,0,2014-07-05,0
7930,Single,1,48.0,15,74,6,Postgraduate,0,Rp 161262000,268,0,0,2013-08-19,0
4587,Single,1,73.0,15,90,3,Postgraduate,0,Rp 270036000,266,0,0,2013-07-18,0
6682,Taken,3,44.0,6,41,8,Undergraduate,0,Rp 113868000,37,1,0,2012-11-12,0
6222,Taken,5,50.0,9,28,7,Graduate,0,Rp 135444000,37,3,0,2013-10-28,0
10299,Single,1,48.0,31,73,5,Postgraduate,1,Rp 289440000,882,0,0,2012-09-11,0
3083,Taken,4,43.0,24,88,7,Graduate,0,Rp 275022000,373,2,0,2013-07-26,0
8953,Single,4,52.0,7,94,8,Postgraduate,0,Rp 214746000,35,3,0,2013-06-05,0
1503,Taken,4,41.0,1,31,1,Postgraduate,0,Rp 974382000,107,2,0,2013-03-06,0
8650,Single,3,39.0,6,31,4,Graduate,0,Rp 324972000,42,2,0,2013-03-18,0
10862,Taken,3,57.0,18,6,2,Postgraduate,0,Rp 183132000,326,1,0,2012-08-17,0
2782,Taken,3,56.0,23,23,6,Postgraduate,0,Rp 326736000,404,1,0,2013-11-07,0
6941,Single,1,46.0,8,92,7,Graduate,0,Rp 189792000,95,0,0,2013-07-14,0
10972,Single,1,68.0,18,52,1,Graduate,0,Rp 433788000,939,0,0,2014-10-03,2
10708,Single,2,39.0,6,50,7,Undergraduate,0,Rp 221850000,33,1,0,2013-12-28,0
6583,Taken,2,62.0,27,54,3,Undergraduate,0,Rp 435810000,981,0,0,2013-03-06,0
3641,Taken,3,41.0,9,93,6,Graduate,0,Rp 81744000,36,1,0,2013-01-20,0
10156,Single,2,42.0,28,56,3,Graduate,0,Rp 505176000,1237,1,0,2013-03-06,0
4299,Taken,3,57.0,45,28,7,Graduate,1,Rp 425826000,1825,1,0,2012-09-21,0
3469,Single,3,40.0,12,94,9,Postgraduate,0,Rp 206922000,103,2,0,2012-06-09,0
5063,Single,2,40.0,16,76,9,Graduate,0,Rp 172614000,191,1,0,2012-12-18,0
10727,Taken,3,47.0,32,43,8,Postgraduate,0,Rp 414504000,1586,1,0,2013-11-19,0
9624,Taken,2,59.0,17,46,1,Postgraduate,0,Rp 392928000,963,0,0,2014-06-13,0
5156,Taken,3,47.0,32,13,4,Undergraduate,0,Rp 374796000,889,1,0,2014-01-15,0
4376,Single,1,57.0,9,27,7,Undergraduate,1,Rp 193308000,93,0,0,2014-02-15,2
8923,Single,1,44.0,27,12,3,Graduate,1,Rp 503502000,1587,0,0,2013-04-18,0
8461,Single,4,55.0,5,3,7,Graduate,0,Rp 276612000,16,3,0,2014-10-03,0
6945,Single,1,65.0,41,72,5,Graduate,0,Rp 507444000,1375,0,0,2013-04-06,0
944,Taken,3,55.0,18,6,4,Graduate,0,Rp 337086000,393,1,0,2013-08-01,0
1907,Single,2,67.0,34,53,7,Postgraduate,1,Rp 378720000,1477,1,0,2012-09-28,0
701,Taken,3,46.0,24,58,2,Graduate,0,Rp 442146000,1179,1,0,2013-06-11,2
3856,Taken,3,57.0,30,78,2,Graduate,0,Rp 380286000,1005,1,0,2012-05-10,0
4149,Taken,2,69.0,26,57,2,Postgraduate,0,Rp 456840000,1348,0,0,2014-05-13,0
2131,Single,2,58.0,32,37,6,Postgraduate,0,Rp 377154000,1307,1,0,2012-12-30,0
2942,Single,2,53.0,20,20,5,Graduate,0,Rp 275436000,486,1,0,2013-07-05,2
1173,Taken,2,70.0,17,73,2,Postgraduate,1,Rp 465792000,2252,0,0,2013-10-03,2
4381,Taken,4,46.0,20,56,6,Postgraduate,0,Rp 278778000,235,2,0,2013-08-18,0
4611,Taken,2,47.0,39,36,3,Graduate,1,Rp 632826000,1724,0,0,2013-01-21,1
3376,Single,2,47.0,14,9,4,Postgraduate,0,Rp 331692000,235,1,0,2013-12-13,0
4679,Taken,3,40.0,35,42,4,Postgraduate,0,Rp 472260000,1092,1,0,2014-05-23,0
10928,Taken,3,59.0,24,28,5,Graduate,0,Rp 401316000,599,1,0,2013-09-16,0
4248,Single,1,57.0,23,23,1,Postgraduate,0,Rp 592662000,2008,0,0,2014-02-17,1
6728,Taken,3,32.0,7,38,9,Graduate,0,Rp 174618000,48,1,0,2012-08-27,0
6661,Taken,3,43.0,41,63,6,Graduate,0,Rp 404670000,1174,1,0,2012-12-08,0
4725,Taken,3,67.0,8,71,2,Postgraduate,0,Rp 303696000,67,1,0,2014-04-13,0
3277,Single,2,62.0,22,9,8,Graduate,0,Rp 296586000,365,1,0,2012-03-08,0
5555,Single,1,42.0,0,81,0,Graduate,0,Rp 923544000,6,0,0,2014-07-02,0
2564,Taken,3,64.0,13,87,6,Graduate,0,Rp 367668000,165,1,0,2014-04-01,0
946,Taken,2,59.0,14,92,6,Undergraduate,0,Rp 158940000,210,0,0,2012-09-22,0
3867,Taken,3,70.0,35,36,4,Postgraduate,0,Rp 438354000,1095,1,0,2013-08-31,0
6940,Single,4,51.0,15,86,6,Postgraduate,0,Rp 280404000,223,3,0,2013-10-21,2
55,Taken,3,54.0,29,83,6,Graduate,0,Rp 337518000,597,1,0,2012-07-12,0
7093,Taken,3,32.0,4,74,7,Graduate,0,Rp 119916000,22,1,0,2013-11-14,0
5084,Single,2,42.0,30,87,4,Graduate,0,Rp 349980000,1064,1,0,2013-12-25,0
1777,Taken,2,37.0,8,29,8,Undergraduate,0,Rp 155790000,74,0,0,2012-07-09,0
8162,Taken,2,61.0,6,88,6,Postgraduate,0,Rp 87966000,26,0,0,2013-01-01,0
10826,Taken,2,58.0,6,77,8,Graduate,0,Rp 112140000,60,0,0,2012-12-28,0
8754,Taken,3,43.0,5,25,7,Postgraduate,0,Rp 270408000,20,1,0,2013-05-16,0
1987,Single,2,30.0,9,34,6,Undergraduate,0,Rp 126378000,59,1,0,2013-09-25,0
11007,Taken,3,49.0,6,43,8,Postgraduate,0,Rp 175122000,34,1,0,2013-09-05,0
7426,Taken,4,46.0,15,76,3,Undergraduate,0,Rp 328140000,198,2,0,2013-07-11,0
9153,Taken,3,53.0,35,81,5,Postgraduate,0,Rp 355824000,1048,1,0,2013-07-29,0
10379,Single,3,55.0,26,87,6,Postgraduate,0,Rp 355482000,574,2,0,2013-08-11,0
9204,Single,2,47.0,21,33,3,Graduate,0,Rp 400386000,1029,1,0,2012-12-09,0
3197,Taken,3,37.0,26,38,4,Graduate,0,Rp 464118000,670,1,0,2013-12-16,0
2920,Single,2,42.0,18,63,8,Postgraduate,0,Rp 315684000,990,1,0,2012-01-12,0
6961,Taken,4,43.0,5,26,8,Graduate,0,Rp 160506000,11,2,0,2014-05-22,0
4673,Taken,3,54.0,31,17,5,Postgraduate,1,Rp 487800000,1241,1,0,2012-10-30,0
9937,Single,1,38.0,19,75,1,Graduate,0,Rp 422022000,576,0,0,2014-02-01,0
8779,Taken,3,32.0,16,13,9,Undergraduate,1,Rp 216870000,172,1,0,2013-06-16,2
9596,Single,1,37.0,23,19,2,Postgraduate,0,Rp 391770000,664,0,0,2013-12-23,0
2891,Single,2,54.0,31,51,6,Graduate,0,Rp 408708000,928,1,0,2013-10-18,0
4910,Single,1,50.0,41,81,7,Graduate,0,Rp 412458000,2074,0,0,2012-08-30,0
75,Taken,2,35.0,23,32,8,Undergraduate,0,Rp 246234000,467,0,0,2013-07-25,0
10120,Taken,3,62.0,15,84,5,Graduate,0,Rp 233676000,257,1,0,2013-10-24,0
6327,Taken,2,50.0,19,87,1,Graduate,0,Rp 394662000,1146,0,0,2013-12-19,0
10142,Single,2,41.0,25,99,4,Postgraduate,0,Rp 398856000,689,1,0,2013-07-03,0
9826,Single,1,45.0,27,96,2,Postgraduate,1,Rp 521142000,2114,0,0,2012-12-09,0
1501,Taken,2,35.0,44,21,0,Postgraduate,0,Rp 964818000,1717,0,0,2012-04-08,0
10767,Taken,2,28.0,24,40,1,Postgraduate,0,Rp 467070000,1346,0,0,2014-05-16,1
7279,Taken,2,48.0,19,3,2,Postgraduate,0,Rp 416856000,1044,0,0,2013-09-30,0
7230,Single,2,57.0,26,98,6,Postgraduate,1,Rp 303666000,493,1,0,2012-04-10,1
143,Single,1,47.0,18,73,2,Graduate,0,Rp 367254000,957,0,0,2013-08-25,0
450,Taken,3,59.0,13,90,3,Postgraduate,0,Rp 253890000,270,1,0,2013-12-07,0
9316,Taken,2,65.0,6,29,6,Undergraduate,0,Rp 78504000,29,0,0,2013-02-11,0
6379,Single,3,68.0,11,3,7,Postgraduate,1,Rp 285420000,121,2,0,2013-05-29,0
9239,Taken,4,56.0,10,94,3,Postgraduate,0,Rp 371538000,126,2,0,2013-07-26,0
8315,Single,1,22.0,5,65,6,Graduate,0,Rp 208944000,23,0,0,2014-03-26,0
2868,Single,3,68.0,10,33,8,Postgraduate,1,Rp 159108000,57,2,0,2013-08-04,0
10888,Single,1,56.0,28,46,6,Graduate,0,Rp 275628000,636,0,0,2013-03-11,0
1277,Taken,2,57.0,38,29,4,Graduate,0,Rp 470808000,1004,0,0,2014-09-04,0
9977,Single,2,44.0,29,99,4,Graduate,0,Rp 473406000,734,1,0,2013-09-17,0
10196,Taken,4,39.0,28,26,4,Graduate,0,Rp 428562000,614,2,0,2014-12-03,0
6384,Single,2,39.0,26,30,8,Graduate,0,Rp 426132000,1453,1,0,2014-11-02,2
8029,Single,1,29.0,18,27,1,Postgraduate,1,Rp 541482000,1621,0,0,2014-04-29,2
968,Single,2,49.0,16,24,7,Postgraduate,0,Rp 248010000,187,1,0,2013-12-26,0
6988,Taken,3,31.0,30,93,4,Graduate,0,Rp 431712000,1443,1,0,2013-10-01,3
4472,Single,2,47.0,7,34,2,Postgraduate,0,Rp 214092000,57,1,0,2014-06-27,0
6991,Single,2,66.0,29,88,8,Graduate,0,Rp 259110000,637,1,0,2013-10-04,0
3336,Taken,3,69.0,16,96,7,Postgraduate,0,Rp 398250000,948,1,0,2013-11-21,2
4301,Taken,3,46.0,6,10,7,Postgraduate,1,Rp 211068000,59,1,0,2013-10-01,2
1940,Taken,3,31.0,5,26,8,Graduate,0,Rp 151512000,18,1,0,2013-12-07,0
1272,Single,2,52.0,33,49,5,Postgraduate,0,Rp 331500000,903,1,0,2012-10-21,0
1388,Single,2,42.0,10,11,6,Graduate,0,Rp 199494000,112,1,0,2013-02-20,0
1044,Taken,2,64.0,25,44,4,Graduate,0,Rp 350388000,596,0,0,2013-05-14,0
6969,Taken,3,35.0,17,75,7,Graduate,0,Rp 301632000,233,1,0,2013-07-08,0
10479,Taken,2,42.0,14,64,1,Postgraduate,0,Rp 459708000,1511,0,0,2012-07-12,0
3619,Single,1,57.0,22,19,2,Undergraduate,1,Rp 523830000,1152,0,0,2012-09-23,1
1715,Taken,3,39.0,9,45,7,Graduate,0,Rp 155106000,48,1,0,2013-11-02,0
10159,Single,2,47.0,42,77,6,Graduate,0,Rp 352260000,1185,1,0,2013-03-31,0
1463,Single,3,59.0,5,9,7,Graduate,0,Rp 270960000,21,2,0,2014-03-29,0
5114,Taken,3,52.0,21,1,4,Postgraduate,0,Rp 448836000,965,1,0,2012-12-19,0
4990,Taken,2,63.0,32,90,7,Graduate,0,Rp 354666000,869,0,0,2013-02-05,0
4329,Taken,3,33.0,7,43,7,Postgraduate,0,Rp 113928000,16,1,0,2014-05-23,0
10936,Taken,2,52.0,21,79,3,Graduate,0,Rp 433140000,1947,0,0,2013-02-13,0
4692,Taken,3,41.0,16,19,9,Graduate,1,Rp 45000000,71,1,0,2012-01-08,2
7212,Taken,3,51.0,8,99,6,Graduate,0,Rp 268764000,65,1,0,2014-08-06,0
6086,Taken,2,62.0,30,62,2,Graduate,0,Rp 482370000,1380,0,0,2013-11-23,0
437,Single,1,41.0,26,41,1,Postgraduate,0,Rp 450072000,1027,0,0,2014-01-25,0
11171,Taken,5,52.0,27,60,7,Postgraduate,0,Rp 341772000,411,3,0,2013-11-10,0
11101,Taken,2,26.0,37,17,4,Graduate,0,Rp 539346000,836,0,0,2013-04-15,1
5329,Single,3,68.0,4,24,5,Postgraduate,0,Rp 215676000,11,2,0,2013-09-27,0
610,Taken,4,64.0,30,60,8,Postgraduate,0,Rp 321558000,480,2,0,2012-07-08,0
9384,Taken,4,39.0,27,57,3,Graduate,0,Rp 398238000,606,2,0,2013-12-06,0
5956,Single,4,69.0,22,74,8,Postgraduate,0,Rp 270432000,284,3,0,2013-10-16,0
10430,Single,3,44.0,18,22,5,Graduate,0,Rp 538164000,1472,2,0,2013-09-10,2
7875,Taken,2,68.0,30,46,2,Graduate,1,Rp 432150000,1677,0,0,2014-04-29,2
7072,Taken,3,44.0,27,69,4,Graduate,0,Rp 404592000,1335,1,0,2013-03-29,0
6255,Taken,3,65.0,17,29,2,Postgraduate,0,Rp 423270000,334,1,0,2014-03-06,0
6516,Taken,3,28.0,5,37,7,Undergraduate,0,Rp 104922000,18,1,0,2013-03-18,0
5564,Taken,3,48.0,27,26,4,Graduate,0,Rp 377292000,1338,1,0,2012-09-08,0
5682,Single,2,64.0,36,8,5,Postgraduate,0,Rp 384648000,1099,1,0,2013-03-23,0
7458,Taken,4,61.0,11,26,8,Postgraduate,0,Rp 209646000,97,2,0,2013-06-03,0
5237,Single,4,67.0,11,79,5,Postgraduate,0,Rp 292602000,63,3,0,2014-01-01,0
7761,Taken,3,39.0,12,71,6,Undergraduate,0,Rp 232212000,109,1,0,2013-01-08,0
5278,Taken,2,53.0,27,83,3,Graduate,0,Rp 493344000,902,0,0,2014-01-25,0
3560,Taken,2,65.0,24,57,1,Graduate,0,Rp 503064000,1574,0,0,2013-12-05,1
7235,Taken,3,42.0,11,37,5,Undergraduate,0,Rp 102018000,38,1,0,2013-09-12,0
10548,Single,1,22.0,27,30,1,Graduate,0,Rp 426978000,960,0,0,2014-09-03,0
2281,Single,2,47.0,5,34,7,Graduate,0,Rp 202182000,28,1,0,2013-09-15,2
4073,Taken,2,63.0,38,0,6,Undergraduate,1,Rp 381384000,1215,0,0,2014-01-29,2
6974,Taken,2,45.0,28,89,2,Postgraduate,0,Rp 500658000,1497,0,0,2013-12-31,0
7938,Taken,3,59.0,20,92,3,Postgraduate,0,Rp 309108000,449,1,0,2013-03-10,0
7094,Single,2,42.0,30,87,4,Graduate,0,Rp 349980000,1064,1,0,2013-12-25,0
3667,Taken,2,48.0,33,20,8,Graduate,1,Rp 485712000,1757,0,0,2013-02-28,2
7723,Taken,2,38.0,29,56,3,Graduate,0,Rp 453042000,1440,0,0,2014-02-05,0
3870,Taken,2,39.0,31,28,4,Undergraduate,0,Rp 383130000,1006,0,0,2013-09-02,0
4012,Taken,3,45.0,30,55,6,Postgraduate,1,Rp 373320000,1226,1,0,2012-11-08,0
5909,Taken,3,53.0,23,25,8,Graduate,0,Rp 351072000,1171,1,0,2013-09-19,0
10470,Taken,3,38.0,10,0,4,Postgraduate,0,Rp 243972000,92,1,0,2013-03-15,0
6488,Taken,3,58.0,11,86,5,Postgraduate,0,Rp 232974000,99,1,0,2014-06-04,0
10270,Taken,3,36.0,11,8,7,Undergraduate,0,Rp 213138000,66,1,0,2013-03-10,0
6887,Single,3,50.0,27,33,6,Graduate,0,Rp 474876000,564,2,0,2014-04-24,0
6406,Taken,2,29.0,27,13,3,Postgraduate,0,Rp 469710000,1427,0,0,2013-10-28,0
7573,Single,2,39.0,8,12,7,Postgraduate,1,Rp 189756000,86,1,0,2013-10-05,2
4508,Single,1,65.0,21,92,1,Graduate,0,Rp 450762000,833,0,0,2014-05-22,0
221,Taken,3,62.0,15,90,6,Graduate,0,Rp 292356000,242,1,0,2013-04-27,0
5331,Taken,2,40.0,20,8,2,Graduate,0,Rp 449910000,1869,0,0,2012-11-09,0
1911,Taken,2,30.0,40,6,6,Graduate,0,Rp 404580000,1364,0,0,2012-05-09,0
20,Taken,3,52.0,10,91,4,Undergraduate,0,Rp 281346000,183,1,0,2013-01-09,0
8786,Taken,3,61.0,24,52,6,Postgraduate,0,Rp 372348000,450,1,0,2013-05-26,0
10582,Taken,3,38.0,26,3,2,Graduate,0,Rp 432378000,758,1,0,2013-03-07,0
1915,Taken,2,66.0,28,57,3,Postgraduate,0,Rp 473634000,1507,0,0,2013-12-12,0
8897,Single,3,52.0,32,9,8,Graduate,1,Rp 256320000,654,2,0,2013-04-24,0
2371,Taken,4,45.0,11,22,7,Graduate,0,Rp 201732000,81,2,0,2013-04-13,0
4303,Taken,3,60.0,1,76,20,Postgraduate,0,Rp 41010000,137,1,0,2012-08-12,0
6825,Taken,4,64.0,5,86,7,Graduate,0,Rp 248712000,16,2,0,2013-06-03,0
1072,Single,2,52.0,10,64,6,Postgraduate,0,Rp 244560000,93,1,0,2013-08-30,0
4964,Taken,2,59.0,20,90,1,Postgraduate,0,Rp 445500000,1158,0,0,2014-01-26,0
2461,Single,3,62.0,7,79,3,Postgraduate,0,Rp 306744000,43,2,0,2013-12-18,0
10736,Single,2,46.0,28,28,2,Graduate,0,Rp 433548000,1525,1,0,2013-12-09,0
3194,Single,1,43.0,23,86,1,Postgraduate,0,Rp 428796000,1230,0,0,2014-05-04,0
10839,Taken,4,41.0,7,42,4,Graduate,0,Rp 217698000,29,2,0,2014-04-14,0
49,Single,2,47.0,6,39,7,Graduate,0,Rp 123522000,25,1,0,2014-11-05,0
4290,Taken,3,45.0,5,8,7,Graduate,0,Rp 182802000,24,1,0,2014-03-19,0
10219,Taken,3,45.0,6,40,8,Graduate,0,Rp 189540000,38,1,0,2013-06-18,0
4211,Taken,3,31.0,9,5,7,Undergraduate,0,Rp 122550000,57,1,0,2012-10-29,0
1135,Taken,4,57.0,15,96,7,Postgraduate,0,Rp 102864000,47,2,0,2014-02-15,0
6299,Single,2,49.0,30,28,7,Postgraduate,1,Rp 255384000,813,1,0,2013-02-01,2
10846,Taken,3,39.0,29,22,7,Postgraduate,0,Rp 262698000,629,1,0,2014-05-29,2
347,Single,2,41.0,24,30,9,Graduate,0,Rp 244680000,377,1,0,2012-08-09,0
6543,Taken,2,72.0,17,45,2,Postgraduate,0,Rp 377082000,1612,0,0,2013-01-15,0
10446,Taken,2,60.0,22,58,2,Postgraduate,1,Rp 492102000,729,0,0,2012-07-11,2
3479,Single,1,67.0,8,49,7,Graduate,0,Rp 100878000,50,0,0,2013-07-19,2
11075,Taken,4,39.0,18,37,4,Graduate,0,Rp 307602000,270,2,0,2013-10-29,0
4442,Single,2,56.0,10,70,3,Graduate,0,Rp 279144000,177,1,0,2013-05-04,0
199,Single,1,55.0,17,33,7,Postgraduate,0,Rp 271098000,315,0,0,2013-01-20,1
6722,Taken,3,63.0,33,98,6,Postgraduate,0,Rp 422526000,767,1,0,2014-06-28,0
796,Single,2,52.0,37,17,8,Undergraduate,0,Rp 360966000,1071,1,0,2012-10-23,0
3749,Taken,2,44.0,30,54,3,Graduate,0,Rp 443556000,1580,0,0,2013-02-03,0
8523,Taken,3,49.0,14,39,8,Graduate,0,Rp 115974000,60,1,0,2013-12-14,0
310,Taken,3,47.0,25,81,4,Postgraduate,0,Rp 371232000,573,1,0,2013-12-13,0
8629,Single,3,61.0,6,71,5,Graduate,0,Rp 281904000,41,2,0,2013-03-26,0
236,Taken,4,66.0,12,62,6,Graduate,0,Rp 209028000,170,2,0,2013-01-19,0
9930,Single,1,73.0,34,8,2,Postgraduate,0,Rp 496296000,1167,0,0,2013-05-11,0
3483,Taken,2,59.0,27,76,8,Graduate,1,Rp 289152000,1526,0,0,2013-06-04,2
4599,Taken,4,41.0,28,66,7,Postgraduate,0,Rp 298086000,458,2,0,2013-04-11,0
7326,Taken,3,46.0,7,83,2,Postgraduate,0,Rp 341100000,63,1,0,2014-03-23,0
7352,Taken,3,60.0,20,28,3,Graduate,0,Rp 331602000,405,1,0,2013-10-21,0
2350,Taken,4,45.0,23,87,8,Graduate,0,Rp 357996000,1027,2,0,2013-03-22,1
9145,Single,2,45.0,27,43,2,Graduate,0,Rp 435024000,1478,1,0,2013-06-04,0
2964,Taken,2,36.0,6,0,6,Graduate,0,Rp 161232000,72,0,0,2013-10-16,0
5585,Single,2,45.0,9,1,8,Graduate,1,Rp 128154000,48,1,0,2013-04-20,0
9687,Single,1,42.0,21,1,2,Graduate,0,Rp 439020000,726,0,0,2014-05-31,0
3732,Taken,3,62.0,32,72,4,Postgraduate,0,Rp 316500000,860,1,0,2013-04-02,0
6303,Taken,2,31.0,27,72,1,Postgraduate,0,Rp 550920000,1497,0,0,2013-11-23,0
11176,Taken,3,47.0,23,12,3,Postgraduate,0,Rp 395808000,495,1,0,2014-12-05,0
2986,Taken,4,41.0,5,89,6,Graduate,0,Rp 184632000,20,2,0,2014-12-03,0
7462,Single,1,63.0,29,67,9,Graduate,0,Rp 135042000,570,0,0,2012-11-24,0
3900,Taken,3,45.0,30,54,5,Graduate,0,Rp 394110000,769,1,0,2014-03-29,0
7034,Taken,3,39.0,9,34,8,Undergraduate,0,Rp 154824000,55,1,0,2013-01-09,0
9493,Single,1,37.0,23,15,3,Postgraduate,1,Rp 458472000,1808,0,0,2013-05-05,1
1143,Taken,3,45.0,9,43,7,Graduate,0,Rp 132378000,55,1,0,2013-08-08,0
1,Single,1,56.0,25,0,5,Graduate,1,Rp 342546000,577,0,0,2014-06-15,1
3855,Taken,2,54.0,11,74,8,Graduate,0,Rp 134514000,162,0,0,2013-04-18,0
5536,Taken,3,58.0,25,61,6,Graduate,1,Rp 526626000,1957,1,0,2013-05-22,3
5989,Single,2,58.0,34,51,8,Undergraduate,0,Rp 470118000,1576,1,0,2013-04-16,0
9499,Taken,5,63.0,20,97,5,Graduate,0,Rp 560424000,1616,3,0,2013-07-05,2
6768,Single,4,55.0,7,75,8,Graduate,0,Rp 227154000,36,3,0,2013-12-01,0
2150,Single,2,59.0,30,83,4,Postgraduate,0,Rp 485970000,1482,1,0,2013-11-05,0
6646,Taken,3,33.0,6,23,6,Graduate,0,Rp 99174000,22,1,0,2014-01-03,0
4887,Single,3,41.0,8,65,5,Postgraduate,0,Rp 332472000,63,2,0,2013-11-22,0
8560,Single,1,25.0,24,94,6,Graduate,0,Rp 292734000,680,0,0,2012-10-09,0
3321,Taken,4,50.0,27,42,5,Postgraduate,0,Rp 339450000,542,2,0,2013-05-05,0
11003,Taken,3,37.0,9,10,7,Undergraduate,0,Rp 150780000,50,1,0,2013-02-10,0
10402,Taken,4,50.0,7,94,8,Graduate,0,Rp 212646000,39,2,0,2013-02-14,0
9904,Taken,3,61.0,34,50,3,Graduate,0,Rp 428346000,1043,1,0,2013-03-29,0
6141,Single,2,45.0,20,46,7,Postgraduate,0,Rp 296964000,385,1,0,2013-04-25,0
5687,Single,1,37.0,34,98,3,Graduate,0,Rp 490212000,1633,0,0,2012-09-23,0
10856,Single,2,37.0,6,42,6,Undergraduate,0,Rp 275334000,46,1,0,2013-02-07,0
5121,Single,2,40.0,27,30,5,Graduate,0,Rp 339768000,761,1,0,2014-03-21,2
4186,Taken,4,67.0,11,11,5,Graduate,0,Rp 204156000,76,2,0,2013-05-08,0
368,Taken,3,43.0,17,61,5,Graduate,0,Rp 240294000,290,1,0,2012-11-29,0
3312,Single,2,29.0,14,12,6,Graduate,0,Rp 205056000,89,1,0,2014-12-05,0
11121,Taken,3,36.0,15,76,9,Graduate,0,Rp 116514000,70,1,0,2012-10-11,0
5332,Taken,2,57.0,20,2,1,Undergraduate,0,Rp 495024000,1066,0,0,2013-07-27,0
5848,Taken,2,47.0,24,43,2,Graduate,1,Rp 487230000,2009,0,0,2014-01-13,4
10343,Single,1,26.0,22,27,3,Undergraduate,0,Rp 369708000,1345,0,0,2012-09-29,0
